Week_min_DateKey;Min of UCLF+OCLF;Average of UCLF+OCLF;Max of UCLF+OCLF
2022-04-04;11469,880999999999;12937,0095952381;14832,731
2022-04-11;13267,468999999999;15075,764023809517;17017,164000000001
2022-04-18;14502,169;15570,741851190474;17086,553
2022-04-25;13358,325999999999;14398,059577380956;15573,154
2022-05-02;13324,67;14767,962380952384;15789,146000000001
2022-05-09;14471,323;16161,578809523809;18612,650000000001
2022-05-16;14019,778;16242,113583333348;17728,969000000001
2022-05-23;13261,768;15067,294571428572;16691,323
2022-05-30;13113,684999999999;14593,946357142855;16538,644
2022-06-06;13807,040999999999;14877,07867857143;16223,287
2022-06-13;13498,075999999999;14628,456821428572;16274,798000000001
2022-06-20;12586,147000000001;15353,11231547619;17792,080000000002
2022-06-27;14093,495000000001;17149,632101190466;18741,027999999998
2022-07-04;14353,643;16570,268595238093;19485,003000000001
2022-07-11;13207,245999999999;14761,996839285712;16660,157999999999
2022-07-18;12727,620000000001;15080,663380952381;16735,674999999999
2022-07-25;12464,995000000001;14794,077958333331;16950,623
2022-08-01;12206,081;14882,757839285719;16910,832999999999
2022-08-08;11583,915999999999;12972,358107142863;15385,549999999999
2022-08-15;12914,995999999999;14194,882755952383;15296,633
2022-08-22;10905,269;13406,822410714287;15239,436
2022-08-29;11159,388999999999;14233,372035714292;16229,772000000001
2022-09-05;13419,822;15521,072065476186;16950,506000000001
2022-09-12;14460,700000000001;16032,175547619045;17862,477999999999
2022-09-19;15967,050999999999;17317,790130952388;19193,761999999999
2022-09-26;14041,947;15686,293404761904;17412,984
2022-10-03;12774,906999999999;13927,546773809523;15308,057000000001
2022-10-10;12118,841;14297,763345238098;16081,460999999999
2022-10-17;14269,981;15494,854595238094;16963,214
2022-10-24;12955,023999999999;14664,951470238091;16770,429
2022-10-31;13399,145;14657,468255952383;16374,593000000001
2022-11-07;13794,428;15599,23336309524;17419,705999999998
2022-11-14;13945,204;15716,574898809524;17588,324000000001
2022-11-21;13102,305;14639,681607142851;16962,315999999999
2022-11-28;15649,962;17044,822315476191;18332,007000000001
2022-12-05;15207,882;17427,023636904756;19924,240000000002
2022-12-12;14305,851000000001;15945,647029761902;17659,907999999999
2022-12-19;13418,172;15608,143398809527;17659,722000000002
2022-12-26;14453,651;16082,64332738096;17775,673999999999
2023-01-02;15249,941000000001;17171,796880952392;18951,383000000002
2023-01-09;15734,299999999999;17023,716732142842;18253,055
2023-01-16;14698,34;16075,686410714281;18111,614000000001
2023-01-23;14400,022000000001;15888,564357142859;18130,291000000001
2023-01-30;14056,793;16691,371434523815;19387,062000000002
2023-02-06;14800,044;16072,057696428563;17463,873
2023-02-13;15864,494000000001;17862,948857142863;21353,285
