report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-09-21,2023-01-09,2,29704,27670,41863,26663,8162,13000,-1007,-2507,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-01-16,3,30496,28461,41793,26593,8232,13000,-1868,-3368,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-01-23,4,30174,28139,41963,26763,8062,13000,-1376,-2876,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-01-30,5,30383,28349,42180,26980,7845,13000,-1369,-2869,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-02-06,6,30997,29208,43324,28124,6701,13000,-1084,-2584,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-02-13,7,30835,29045,43124,27924,6901,13000,-1121,-2621,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-02-20,8,30909,29119,42646,27446,7379,13000,-1673,-3173,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-02-27,9,30721,29153,43291,28091,6734,13000,-1062,-2562,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-03-06,10,31153,29585,43775,28575,6250,13000,-1010,-2510,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-03-13,11,30805,29237,43923,28723,6102,13000,-514,-2014,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-03-20,12,31014,29366,43941,28741,6084,13000,-625,-2125,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-03-27,13,30853,29206,43751,28551,6274,13000,-655,-2155,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-04-03,14,32219,30573,45246,30046,4779,13000,-527,-2027,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-04-10,15,32493,30846,45156,29956,4869,13000,-890,-2390,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-04-17,16,32984,31338,45741,30541,4284,13000,-797,-2297,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-04-24,17,33668,32021,46336,31136,3689,13000,-885,-2385,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-05-01,18,33601,32419,46911,31711,3114,13000,-708,-2208,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-05-08,19,34531,33349,47741,32541,2284,13000,-808,-2308,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-05-15,20,34704,33522,47931,32731,2094,13000,-791,-2291,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-05-22,21,35031,33849,48131,32931,1894,13000,-918,-2418,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-05-29,22,35849,34667,48074,32874,1951,13000,-1793,-3293,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-06-05,23,35053,33773,47726,32526,2299,13000,-1247,-2747,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-06-12,24,35055,33774,47874,32674,2151,13000,-1100,-2600,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-06-19,25,34886,33605,47874,32674,2151,13000,-931,-2431,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-06-26,26,35391,34110,48331,33131,1694,13000,-979,-2479,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-07-03,27,35153,33662,47204,32004,2821,13000,-1658,-3158,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-07-10,28,35127,33636,47204,32004,2821,13000,-1632,-3132,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-07-17,29,35242,33751,47204,32004,2821,13000,-1747,-3247,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-07-24,30,35288,33797,47261,32061,2764,13000,-1736,-3236,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-07-31,31,34476,32985,47318,32118,2707,13000,-867,-2367,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-08-07,32,34154,32460,46821,31621,3204,13000,-839,-2339,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-08-14,33,33807,32114,46050,30850,3975,13000,-1264,-2764,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-08-21,34,33730,32037,45902,30702,4123,13000,-1335,-2835,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-08-28,35,33641,31961,45694,30494,4331,13000,-1467,-2967,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-09-04,36,33879,31791,45905,30705,4120,13000,-1086,-2586,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-09-11,37,33528,31440,46640,31440,3385,13000,0,-1500,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-09-18,38,32653,30565,44920,29720,5105,13000,-845,-2345,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-09-25,39,32649,30561,44589,29389,5436,13000,-1172,-2672,Weekly_System_Status_Report_2022_w38.txt
2022-09-21,2023-10-02,40,32567,30461,44304,29104,5721,13000,-1357,-2857,Weekly_System_Status_Report_2022_w38.txt
